Connectome,Body_ID,Root_Side,Superclass,Class,Subclass,Type,Subtype,Entry_Nerve
FAFB – Flywire,720575940612670570,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940617000768,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940621502051,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940621754367,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940628853239,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940639198653,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940639259967,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940639332736,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940640649691,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940606002609,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940625861168,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940612579053,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940612950568,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940622486922,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940629852866,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940635172191,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940645332259,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940613601698,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
FAFB – Flywire,720575940623629292,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3c,MxLbN
maleCNS,33339,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,129171,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,199196,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,422510463,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,147619274,R,Sensory,Gustatory,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,885642755,R,Sensory,Gustatory,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,125405,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,158537,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,516218,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,916953,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,245892505,R,Sensory,Gustatory,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,201075,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,210344,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,261048,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,550065,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,236475,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,581710868,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,178321,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,204726,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,93290,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,512552,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,130693,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,140851,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,312102,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,317616,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,516216,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940618706043,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940620289701,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940621704197,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940622405708,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940604590048,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940606205897,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940609314243,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940609645124,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940612208406,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940612422579,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940620185515,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940623138485,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940630552151,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940632634911,R,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940611875570,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940632425919,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940632889389,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940633143833,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940638183652,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940604018208,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940609476562,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940610788069,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940615261073,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940619287278,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940620926234,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940623172843,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940627810347,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940642361485,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
FAFB – Flywire,720575940630797113,L,Sensory,Gustatory ,Labellar Bristle,LB3,LB3d,MxLbN
maleCNS,515650,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
maleCNS,908743,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
maleCNS,917499,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
maleCNS,388968038,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
FAFB – Flywire,720575940612556402,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
FAFB – Flywire,720575940622371037,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
FAFB – Flywire,720575940620856046,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
FAFB – Flywire,720575940632293346,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4a,MxLbN
maleCNS,72047,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,122806,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,538117,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,923024,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,884238775,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,128129,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,152400,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,816904261,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940618706811,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940630882039,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940630968335,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940606801282,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940616167218,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940617398502,R,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940624963786,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940630233916,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940637568838,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
FAFB – Flywire,720575940638202345,L,Sensory,Gustatory,Labellar Bristle,LB4,LB4b,MxLbN
maleCNS,104287023,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,725842304,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,957963,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,958011,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,314233551,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,974465796,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,824267667,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,113058851,R,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,957925,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,870362007,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,362381,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,554651801,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,788150334,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,919126101,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,795807415,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
maleCNS,402750894,L,Sensory,Gustatory,Labellar Bristle,-,-,MxLbN
FAFB – Flywire,720575940618709371,R,Sensory,Gustatory ,Labellar Bristle,-,-,MxLbN
FAFB – Flywire,720575940609369180,R,Sensory,Gustatory ,Labellar Bristle,-,-,MxLbN
FAFB – Flywire,720575940628330256,R,Sensory,Gustatory ,Labellar Bristle,-,-,MxLbN
maleCNS,129802,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,146047,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,170947,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,152432,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,426555,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,182830,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,274780241,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,202063,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,192172,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,104018476,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940622358057,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940625752778,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940627397263,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940630229007,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940631106664,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940632341452,R,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940611018714,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940622236671,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940625615705,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940616971035,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
FAFB – Flywire,720575940606254002,L,Sensory,Gustatory,Taste Peg,dorsal_tpGRN,-,MxLbN
maleCNS,163239,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,149384,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,159466,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,166816,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,181374,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,146880,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,183009,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,156512,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,178033,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,159854,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,161485,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,157131,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,160450,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,160475,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,157398,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,156079,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,163469,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,516644,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,157030,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,146756,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,151220,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,176139,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,160114,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,466363045,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,372711713,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,163001,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,169896,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,170350,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,171047,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,166316,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,167313,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,194906,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,175078,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,284701,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,164437,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,170643,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,173010,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,158200,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,139536760,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,161040,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,646393090,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,427340616,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,777730219,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,380771816,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,934523007,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,641453735,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,208587231,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,433166791,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940604852146,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940607500297,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940608296917,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940609533230,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940610474610,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940611184819,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940613080751,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940618466384,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940620332404,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940620698136,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940622313971,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940622604109,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940623173470,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940624311881,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940624352643,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940624792197,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940625507870,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940625741114,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940626284036,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940627036746,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940627110672,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940629270339,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940631020079,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940631423263,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940633634199,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940633733601,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940635176366,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940635425893,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940635791167,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940635990896,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940638682787,L,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940608295689,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940608356053,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940609306563,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940610649442,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940611106453,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940611678181,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940612582514,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940616163701,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940616264788,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940619103435,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940619155403,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940619793940,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940622585224,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940622743309,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940623843145,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940624310676,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940626703241,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940628616271,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940630702789,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940632302161,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940632467923,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940633455073,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940637650522,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940639555928,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940644157988,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940645611652,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940646736772,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940647084164,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
FAFB – Flywire,720575940614208914,R,Sensory,Gustatory,Taste Peg,claw_tpGRN,-,MxLbN
maleCNS,305187,L,Sensory,Unknown,Taste Peg,-,-,MxLbN
maleCNS,270082,L,Sensory,Unknown,Taste Peg,-,-,MxLbN
FAFB – Flywire,720575940613959391,R,Sensory,Unknown,Taste Peg,-,-,MxLbN
FAFB – Flywire,720575940619785131,R,Sensory,Unknown,Taste Peg,-,-,MxLbN
FAFB – Flywire,720575940620532976,L,Sensory,Unknown,Taste Peg,-,-,MxLbN
maleCNS,21105,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1a,aPhN
maleCNS,917934,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1a,aPhN
FAFB – Flywire,720575940658442625,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1a,aPhN
FAFB – Flywire,720575940627454569,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1a,aPhN
maleCNS,15695,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1b,aPhN
maleCNS,132583,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1b,aPhN
FAFB – Flywire,720575940640601563,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1b,aPhN
FAFB – Flywire,720575940609913042,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1b,aPhN
maleCNS,86931,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
maleCNS,557092,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
maleCNS,451940,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
maleCNS,522756,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
FAFB – Flywire,720575940614830239,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
FAFB – Flywire,720575940619928929,R,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
FAFB – Flywire,720575940610981362,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
FAFB – Flywire,720575940637130985,L,Sensory,Gustatory,Pharyngeal,PhG1,PhG1c,aPhN
maleCNS,128051,R,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
maleCNS,943302,R,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
maleCNS,129424482,L,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
maleCNS,684077918,L,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
FAFB – Flywire,720575940628891774,R,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
FAFB – Flywire,720575940629112887,R,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
FAFB – Flywire,720575940631069255,R,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
FAFB – Flywire,720575940616308921,L,Sensory,Gustatory,Pharyngeal,PhG2,-,aPhN
